Date,Price,Open,High,Low
3/10/2009,1.2811,1.3011,1.3016,1.2726
3/11/2009,1.285,1.28,1.2904,1.2752
3/12/2009,1.2777,1.2851,1.2958,1.2767
3/13/2009,1.2719,1.2779,1.2845,1.2626
3/16/2009,1.2716,1.2727,1.2788,1.2635
3/17/2009,1.2689,1.2714,1.2769,1.2676
3/18/2009,1.2457,1.2697,1.2753,1.2431
3/19/2009,1.2395,1.2466,1.2505,1.2191
3/20/2009,1.241,1.2396,1.2448,1.2291
3/23/2009,1.2235,1.2394,1.24,1.2201
3/24/2009,1.2297,1.2228,1.2325,1.2202
3/25/2009,1.2318,1.2312,1.2357,1.2221
3/26/2009,1.2295,1.2323,1.2338,1.2241
3/27/2009,1.2418,1.23,1.2446,1.2264
3/30/2009,1.2617,1.24,1.265,1.2384
3/31/2009,1.2607,1.262,1.2654,1.2502
4/1/2009,1.26,1.2612,1.2718,1.2575
4/2/2009,1.2369,1.2597,1.2614,1.2337
4/3/2009,1.2295,1.2374,1.2458,1.2295
4/6/2009,1.2384,1.2295,1.2443,1.2224
4/7/2009,1.2373,1.2392,1.2485,1.2331
4/8/2009,1.2355,1.2375,1.2467,1.2308
4/9/2009,1.2244,1.2361,1.2403,1.2212
4/10/2009,1.226,1.2237,1.23,1.2236
4/13/2009,1.2198,1.2254,1.2302,1.2165
4/14/2009,1.2154,1.22,1.2242,1.2062
4/15/2009,1.2023,1.2153,1.2187,1.2014
4/16/2009,1.21,1.2041,1.2149,1.1982
4/17/2009,1.2136,1.2086,1.218,1.2075
4/20/2009,1.2386,1.2138,1.2398,1.2123
4/21/2009,1.2368,1.2387,1.2506,1.2326
4/22/2009,1.2406,1.2361,1.2478,1.2328
4/23/2009,1.2233,1.24,1.2418,1.2222
4/24/2009,1.2092,1.2231,1.2272,1.2073
4/27/2009,1.221,1.2112,1.2219,1.2075
4/28/2009,1.2204,1.2202,1.2268,1.2165
4/29/2009,1.2036,1.2196,1.222,1.199
4/30/2009,1.1937,1.2038,1.2051,1.1862
5/1/2009,1.1851,1.1933,1.1954,1.183
5/4/2009,1.1731,1.1869,1.1901,1.1723
5/5/2009,1.1756,1.1725,1.1792,1.1678
5/6/2009,1.1671,1.1757,1.1827,1.1652
5/7/2009,1.1693,1.1668,1.1766,1.1629
5/8/2009,1.1501,1.1698,1.1734,1.149
5/11/2009,1.1671,1.1498,1.1675,1.1476
5/12/2009,1.1622,1.167,1.1699,1.1539
5/13/2009,1.1732,1.1627,1.1778,1.1553
5/14/2009,1.17,1.1739,1.1788,1.1684
5/15/2009,1.1777,1.17,1.1809,1.1648
5/18/2009,1.1627,1.1784,1.1813,1.1607
5/19/2009,1.1558,1.1635,1.1663,1.1523
5/20/2009,1.1418,1.1559,1.1586,1.1363
5/21/2009,1.1357,1.1421,1.1484,1.1348
5/22/2009,1.1194,1.1369,1.1372,1.1188
5/25/2009,1.1238,1.1212,1.1283,1.1195
5/26/2009,1.1159,1.1241,1.1357,1.1153
5/27/2009,1.1216,1.1163,1.123,1.1099
5/28/2009,1.114,1.1223,1.126,1.1107
5/29/2009,1.0905,1.1142,1.116,1.0891
6/1/2009,1.0907,1.0905,1.0948,1.0784
6/2/2009,1.0816,1.0929,1.0974,1.079
6/3/2009,1.1128,1.0815,1.1132,1.0795
6/4/2009,1.0967,1.1123,1.1161,1.0928
6/5/2009,1.1189,1.0976,1.1208,1.0963
6/8/2009,1.1164,1.1203,1.1292,1.114
6/9/2009,1.1041,1.1163,1.1197,1.0982
6/10/2009,1.1086,1.1039,1.1165,1.094
6/11/2009,1.1023,1.1089,1.1105,1.0949
6/12/2009,1.1187,1.1031,1.1248,1.1008
6/15/2009,1.1322,1.1194,1.1378,1.1182
6/16/2009,1.1349,1.1329,1.1376,1.1222
6/17/2009,1.1313,1.1355,1.145,1.1275
6/18/2009,1.1324,1.1323,1.1366,1.1233
6/19/2009,1.1351,1.1321,1.1365,1.125
6/22/2009,1.1545,1.1354,1.1557,1.1336
6/23/2009,1.1496,1.1544,1.1583,1.1466
6/24/2009,1.1557,1.1498,1.1583,1.1418
6/25/2009,1.1543,1.1566,1.1639,1.1525
6/26/2009,1.1524,1.1544,1.1566,1.1444
6/29/2009,1.1566,1.1523,1.1602,1.1508
6/30/2009,1.1625,1.1567,1.1641,1.151
7/1/2009,1.1483,1.1627,1.1657,1.1438
7/2/2009,1.1634,1.1494,1.1637,1.1471
7/3/2009,1.1605,1.1635,1.164,1.1562
7/6/2009,1.1593,1.1619,1.1682,1.1587
7/7/2009,1.1656,1.1595,1.1675,1.1543
7/8/2009,1.1671,1.1664,1.1726,1.1587
7/9/2009,1.1617,1.1677,1.1682,1.1547
7/10/2009,1.1636,1.162,1.1677,1.1597
7/13/2009,1.1513,1.1623,1.1673,1.1503
7/14/2009,1.133,1.1507,1.1534,1.1322
7/15/2009,1.1124,1.133,1.1351,1.1116
7/16/2009,1.1173,1.113,1.1227,1.1126
7/17/2009,1.1133,1.1175,1.1202,1.1128
7/20/2009,1.1066,1.1159,1.1161,1.1019
7/21/2009,1.1038,1.1065,1.1115,1.0965
7/22/2009,1.0994,1.1039,1.1091,1.0949
7/23/2009,1.0899,1.1,1.1012,1.084
7/24/2009,1.0867,1.0891,1.0925,1.0794
7/27/2009,1.0807,1.0855,1.088,1.0778
7/28/2009,1.0801,1.0811,1.0907,1.0749
7/29/2009,1.0908,1.0812,1.0935,1.0799
7/30/2009,1.083,1.09,1.0914,1.0804
7/31/2009,1.0777,1.0841,1.0859,1.0763
8/3/2009,1.0657,1.077,1.0793,1.0642
8/4/2009,1.0714,1.066,1.0767,1.0632
8/5/2009,1.07,1.073,1.0786,1.0678
8/6/2009,1.0777,1.0703,1.08,1.0676
8/7/2009,1.0811,1.0779,1.0867,1.0756
8/10/2009,1.0882,1.0831,1.093,1.0796
8/11/2009,1.1015,1.0883,1.1048,1.0865
8/12/2009,1.0878,1.1017,1.1078,1.0848
8/13/2009,1.0863,1.0888,1.0911,1.0792
8/14/2009,1.098,1.0873,1.1024,1.0814
8/17/2009,1.1077,1.0996,1.1127,1.0991
8/18/2009,1.1013,1.108,1.1108,1.1001
8/19/2009,1.0945,1.1016,1.1115,1.0938
8/20/2009,1.0878,1.0952,1.0996,1.0864
8/21/2009,1.0809,1.0876,1.0945,1.0763
8/24/2009,1.0764,1.0806,1.0827,1.0726
8/25/2009,1.0869,1.0766,1.0873,1.0719
8/26/2009,1.0977,1.0865,1.1002,1.083
8/27/2009,1.0874,1.0981,1.1022,1.0831
8/28/2009,1.0914,1.0877,1.0938,1.0791
8/31/2009,1.0945,1.0917,1.1094,1.0903
9/1/2009,1.1035,1.0939,1.1069,1.0871
9/2/2009,1.105,1.1043,1.1105,1.1006
9/3/2009,1.1023,1.1052,1.1075,1.0966
9/4/2009,1.088,1.102,1.104,1.0823
9/7/2009,1.0774,1.0866,1.087,1.0739
9/8/2009,1.0795,1.078,1.0824,1.0673
9/9/2009,1.0783,1.0794,1.0836,1.0746
9/10/2009,1.0772,1.0789,1.0882,1.0768
9/11/2009,1.0765,1.0774,1.0793,1.0715
9/14/2009,1.0832,1.0775,1.0928,1.0768
9/15/2009,1.0724,1.083,1.0873,1.0711
9/16/2009,1.0663,1.0727,1.0738,1.0644
9/17/2009,1.0654,1.0663,1.0679,1.0592
9/18/2009,1.0688,1.0653,1.077,1.0648
9/21/2009,1.0783,1.0697,1.0855,1.0678
9/22/2009,1.0688,1.0787,1.0791,1.066
9/23/2009,1.075,1.069,1.0779,1.0661
9/24/2009,1.0892,1.0757,1.0948,1.0707
9/25/2009,1.091,1.0891,1.0984,1.086
9/28/2009,1.0849,1.0911,1.0995,1.0832
9/29/2009,1.0845,1.085,1.0926,1.0793
9/30/2009,1.069,1.0848,1.0857,1.0671
10/1/2009,1.0836,1.0695,1.0848,1.0673
10/2/2009,1.0794,1.0838,1.0961,1.0789
10/5/2009,1.0704,1.0801,1.0825,1.0692
10/6/2009,1.0594,1.0704,1.0717,1.0546
10/7/2009,1.0613,1.0594,1.0651,1.0527
10/8/2009,1.0512,1.0615,1.0633,1.0505
10/9/2009,1.0424,1.0517,1.0554,1.041
10/12/2009,1.035,1.0434,1.0454,1.0316
10/13/2009,1.0317,1.0348,1.0375,1.0266
10/14/2009,1.0239,1.0319,1.0328,1.0233
10/15/2009,1.0336,1.024,1.0374,1.0206
10/16/2009,1.0364,1.0339,1.0437,1.0288
10/19/2009,1.0281,1.0389,1.0423,1.0278
10/20/2009,1.0494,1.028,1.0528,1.0266
10/21/2009,1.0426,1.0495,1.0585,1.0378
10/22/2009,1.047,1.0431,1.0546,1.0416
10/23/2009,1.0535,1.0477,1.0546,1.0448
10/26/2009,1.068,1.0526,1.0699,1.0502
10/27/2009,1.0644,1.0692,1.0719,1.0627
10/28/2009,1.0811,1.0646,1.0814,1.0637
10/29/2009,1.067,1.0807,1.0822,1.0654
10/30/2009,1.0845,1.0666,1.085,1.0652
11/2/2009,1.0778,1.0846,1.0871,1.0713
11/3/2009,1.0673,1.0775,1.0854,1.0656
11/4/2009,1.062,1.067,1.0684,1.0595
11/5/2009,1.066,1.0632,1.0684,1.0605
11/6/2009,1.0741,1.0663,1.0782,1.0608
11/9/2009,1.0564,1.0724,1.0745,1.0542
11/10/2009,1.0495,1.0566,1.061,1.0483
11/11/2009,1.0454,1.0497,1.0506,1.0432
11/12/2009,1.0555,1.0457,1.0579,1.0416
11/13/2009,1.0502,1.0564,1.057,1.0471
11/16/2009,1.0472,1.0541,1.0543,1.0426
11/17/2009,1.0511,1.0474,1.062,1.0465
11/18/2009,1.0539,1.051,1.0584,1.0449
11/19/2009,1.0632,1.0545,1.069,1.0543
11/20/2009,1.0697,1.0634,1.0734,1.0614
11/23/2009,1.0557,1.0702,1.0714,1.0539
11/24/2009,1.0584,1.0559,1.0644,1.0553
11/25/2009,1.0451,1.0581,1.0589,1.0449
11/26/2009,1.0606,1.0454,1.0623,1.0448
11/27/2009,1.0619,1.06,1.0751,1.0585
11/30/2009,1.0554,1.0577,1.062,1.0534
12/1/2009,1.0465,1.0558,1.0581,1.0406
12/2/2009,1.0509,1.0464,1.0517,1.0431
12/3/2009,1.0547,1.0509,1.0585,1.0462
12/4/2009,1.0574,1.056,1.0598,1.0434
12/7/2009,1.0519,1.0559,1.0651,1.0482
12/8/2009,1.0634,1.0526,1.0672,1.0486
12/9/2009,1.0544,1.0635,1.0664,1.0515
12/10/2009,1.0505,1.0547,1.0584,1.0479
12/11/2009,1.06,1.0509,1.0624,1.0484
12/14/2009,1.0586,1.0602,1.0664,1.0566
12/15/2009,1.0612,1.0591,1.0654,1.0551
12/16/2009,1.061,1.0617,1.0645,1.057
12/17/2009,1.0706,1.061,1.0748,1.061
12/18/2009,1.0661,1.0709,1.0728,1.0628
12/21/2009,1.0622,1.0666,1.0701,1.0536
12/22/2009,1.058,1.0621,1.0637,1.054
12/23/2009,1.0484,1.0578,1.0583,1.0469
12/24/2009,1.0497,1.0482,1.0509,1.0448
12/25/2009,1.0499,1.0495,1.0507,1.0495
12/28/2009,1.043,1.0501,1.0501,1.0418
12/29/2009,1.0432,1.0426,1.0447,1.0366
12/30/2009,1.0545,1.0438,1.058,1.0425
12/31/2009,1.0518,1.0557,1.0563,1.0456
1/1/2010,1.0517,1.0527,1.054,1.052
1/4/2010,1.0414,1.0518,1.0521,1.0352
1/5/2010,1.0394,1.0416,1.0427,1.0336
1/6/2010,1.0316,1.0388,1.0411,1.0312
1/7/2010,1.0345,1.0323,1.0376,1.0291
1/8/2010,1.03,1.0345,1.0387,1.0295
1/11/2010,1.0333,1.0289,1.0345,1.0252
1/12/2010,1.0393,1.0335,1.0416,1.0313
1/13/2010,1.0307,1.0393,1.0413,1.0288
1/14/2010,1.0232,1.0306,1.0324,1.0224
1/15/2010,1.0287,1.0233,1.0316,1.0231
1/18/2010,1.0261,1.0303,1.0316,1.0247
1/19/2010,1.0305,1.0264,1.035,1.0248
1/20/2010,1.046,1.0309,1.0491,1.0303
1/21/2010,1.0519,1.0467,1.0526,1.0438
1/22/2010,1.0575,1.0517,1.0604,1.0463
1/25/2010,1.0581,1.058,1.0615,1.0532
1/26/2010,1.0623,1.0578,1.0694,1.0545
1/27/2010,1.0639,1.0627,1.069,1.0608
1/28/2010,1.0665,1.0652,1.0669,1.0556
1/29/2010,1.0696,1.0664,1.07,1.0623
2/1/2010,1.0616,1.0711,1.0723,1.061
2/2/2010,1.0579,1.062,1.0642,1.0564
2/3/2010,1.0621,1.0581,1.0633,1.0545
2/4/2010,1.0724,1.0627,1.0754,1.0596
2/5/2010,1.0685,1.0734,1.0782,1.0645
2/8/2010,1.0753,1.0684,1.0755,1.0656
2/9/2010,1.0674,1.0749,1.0777,1.0645
2/10/2010,1.0628,1.0673,1.0709,1.0597
2/11/2010,1.0506,1.063,1.0635,1.048
2/12/2010,1.051,1.051,1.0581,1.0488
2/15/2010,1.0488,1.0514,1.0535,1.0463
2/16/2010,1.044,1.0492,1.0501,1.0409
2/17/2010,1.0458,1.0437,1.0472,1.0411
2/18/2010,1.0413,1.0459,1.05,1.0397
2/19/2010,1.0397,1.0437,1.0533,1.0387
2/22/2010,1.0428,1.0385,1.0442,1.037
2/23/2010,1.0555,1.0429,1.0581,1.0381
2/24/2010,1.0543,1.0564,1.0595,1.0511
2/25/2010,1.0601,1.0539,1.0681,1.0514
2/26/2010,1.0528,1.0598,1.0619,1.0512
3/1/2010,1.0418,1.0542,1.0575,1.041
3/2/2010,1.036,1.0418,1.0444,1.0309
3/3/2010,1.0311,1.036,1.0368,1.0273
3/4/2010,1.0311,1.032,1.0341,1.027
3/5/2010,1.0299,1.0309,1.0333,1.026
3/8/2010,1.0277,1.0289,1.0295,1.0251
3/9/2010,1.0261,1.0278,1.0322,1.0235
3/10/2010,1.0256,1.0263,1.0293,1.0217
3/11/2010,1.0241,1.0256,1.0323,1.0229
3/12/2010,1.0184,1.0244,1.0254,1.0155
3/15/2010,1.0187,1.0177,1.0234,1.0164
3/16/2010,1.0135,1.0194,1.0204,1.0135
3/17/2010,1.0092,1.0138,1.0149,1.007
3/18/2010,1.0146,1.0103,1.0151,1.0089
3/19/2010,1.0172,1.0143,1.019,1.0061
3/22/2010,1.0178,1.016,1.0245,1.0147
3/23/2010,1.0158,1.0185,1.0231,1.0151
3/24/2010,1.0262,1.0164,1.0284,1.0157
3/25/2010,1.0245,1.026,1.0264,1.017
3/26/2010,1.027,1.0242,1.0305,1.0204
3/29/2010,1.0208,1.0255,1.0274,1.0175
3/30/2010,1.0196,1.0212,1.0225,1.0157
3/31/2010,1.0152,1.02,1.0204,1.0128
4/1/2010,1.0084,1.0153,1.0164,1.0066
4/2/2010,1.0112,1.0088,1.0132,1.0081
4/5/2010,1.0013,1.0084,1.0091,1.001
4/6/2010,1.0014,1.0019,1.005,0.9987
4/7/2010,1.0052,1.0014,1.0064,0.9977
4/8/2010,1.0018,1.006,1.0107,1.0018
4/9/2010,1.0027,1.0022,1.0086,0.999
4/12/2010,1.0027,1.004,1.0091,1.001
4/13/2010,1.0013,1.0027,1.0067,1.0004
4/14/2010,0.9988,1.0013,1.0023,0.9952
4/15/2010,1.0018,0.9987,1.0038,0.9956
4/16/2010,1.0124,1.0021,1.0166,0.9997
4/19/2010,1.0145,1.0149,1.0217,1.0136
4/20/2010,0.9981,1.0146,1.0166,0.9971
4/21/2010,0.9995,0.9983,1.0016,0.9929
4/22/2010,1.0002,0.9998,1.0041,0.9957
4/23/2010,0.9995,1.0003,1.0067,0.9967
4/26/2010,1.0005,0.9994,1.0025,0.9966
4/27/2010,1.0172,1.0008,1.0183,0.999
4/28/2010,1.0095,1.0171,1.0199,1.0074
4/29/2010,1.0058,1.0096,1.0116,1.0013
4/30/2010,1.0174,1.0056,1.0183,1.0015
5/3/2010,1.0106,1.017,1.0189,1.0101
5/4/2010,1.0243,1.0105,1.0259,1.0103
5/5/2010,1.0309,1.0252,1.0355,1.0231
5/6/2010,1.0503,1.0309,1.0743,1.0282
5/7/2010,1.0425,1.0526,1.0574,1.0339
5/10/2010,1.0231,1.0334,1.0394,1.0208
5/11/2010,1.0214,1.0235,1.029,1.0149
5/12/2010,1.0192,1.021,1.0248,1.0152
5/13/2010,1.0205,1.0194,1.0211,1.0107
5/14/2010,1.0351,1.0207,1.0379,1.021
5/17/2010,1.031,1.0347,1.044,1.031
5/18/2010,1.04,1.032,1.0413,1.0242
5/19/2010,1.0432,1.04,1.0539,1.0385
5/20/2010,1.0702,1.0428,1.0721,1.0417
5/21/2010,1.0591,1.0707,1.0751,1.055
5/24/2010,1.0638,1.0618,1.0661,1.0532
5/25/2010,1.0659,1.0625,1.0854,1.0621
5/26/2010,1.0704,1.0661,1.0748,1.0579
5/27/2010,1.048,1.0711,1.0719,1.0478
5/28/2010,1.0539,1.0486,1.0563,1.0442
5/31/2010,1.0449,1.0522,1.0554,1.0412
6/1/2010,1.0549,1.0441,1.0564,1.042
6/2/2010,1.0387,1.0556,1.0575,1.0369
6/3/2010,1.0396,1.0384,1.0464,1.0361
6/4/2010,1.0624,1.0402,1.063,1.0366
6/7/2010,1.0607,1.0618,1.0681,1.0513
6/8/2010,1.0474,1.0612,1.0617,1.0469
6/9/2010,1.0443,1.0475,1.0519,1.0363
6/10/2010,1.0304,1.0446,1.0454,1.0286
6/11/2010,1.0326,1.0303,1.0391,1.0296
6/14/2010,1.034,1.0336,1.0352,1.0223
6/15/2010,1.0255,1.0339,1.0362,1.0239
6/16/2010,1.0251,1.0251,1.0325,1.0222
6/17/2010,1.0278,1.0248,1.034,1.0223
6/18/2010,1.0215,1.0279,1.0315,1.0205
6/21/2010,1.0245,1.0193,1.0262,1.0136
6/22/2010,1.029,1.0245,1.0298,1.018
6/23/2010,1.0394,1.0294,1.0462,1.0272
6/24/2010,1.0432,1.0395,1.0471,1.0374
6/25/2010,1.0355,1.0432,1.0444,1.0339
6/28/2010,1.0354,1.0347,1.0374,1.0318
6/29/2010,1.0547,1.0362,1.0579,1.0341
6/30/2010,1.0642,1.0556,1.065,1.0464
7/1/2010,1.0588,1.0639,1.0677,1.0576
7/2/2010,1.0626,1.0593,1.0671,1.0555
7/5/2010,1.0635,1.0623,1.0679,1.0574
7/6/2010,1.0533,1.0637,1.0679,1.0484
7/7/2010,1.0473,1.0542,1.0608,1.0462
7/8/2010,1.043,1.0473,1.0486,1.0378
7/9/2010,1.033,1.0427,1.0457,1.0296
7/12/2010,1.0368,1.0322,1.0388,1.0299
7/13/2010,1.0306,1.0367,1.0387,1.0276
7/14/2010,1.0316,1.0305,1.0373,1.0286
7/15/2010,1.038,1.0322,1.0444,1.028
7/16/2010,1.0576,1.0383,1.0583,1.0379
7/19/2010,1.0545,1.0569,1.0583,1.0497
7/20/2010,1.0426,1.0552,1.0589,1.0422
7/21/2010,1.0489,1.0434,1.0503,1.0349
7/22/2010,1.037,1.0491,1.0505,1.0353
7/23/2010,1.036,1.0375,1.0437,1.0344
7/26/2010,1.0317,1.0378,1.0387,1.0301
7/27/2010,1.0353,1.032,1.0397,1.0252
7/28/2010,1.0382,1.0354,1.0392,1.0296
7/29/2010,1.0356,1.0385,1.0394,1.0297
7/30/2010,1.0296,1.0363,1.0378,1.0262
8/2/2010,1.023,1.0291,1.03,1.0203
8/3/2010,1.0236,1.0232,1.0276,1.0218
8/4/2010,1.0179,1.0238,1.0273,1.0162
8/5/2010,1.0167,1.018,1.019,1.0105
8/6/2010,1.0275,1.0169,1.0308,1.0143
8/9/2010,1.027,1.0272,1.0301,1.0254
8/10/2010,1.0305,1.0274,1.0391,1.0268
8/11/2010,1.0467,1.0311,1.0477,1.0302
8/12/2010,1.0421,1.0467,1.0496,1.0418
8/13/2010,1.0423,1.0423,1.0441,1.0349
8/16/2010,1.0435,1.0414,1.0467,1.0368
8/17/2010,1.0323,1.0435,1.044,1.0307
8/18/2010,1.0284,1.0325,1.0343,1.0269
8/19/2010,1.0398,1.0292,1.0417,1.0244
8/20/2010,1.0476,1.0402,1.0515,1.0381
8/23/2010,1.052,1.0494,1.0531,1.0443
8/24/2010,1.0608,1.052,1.0665,1.0515
8/25/2010,1.0594,1.0613,1.0669,1.0572
8/26/2010,1.0574,1.0597,1.0604,1.052
8/27/2010,1.0511,1.0577,1.065,1.0505
8/30/2010,1.0602,1.0493,1.0606,1.0472
8/31/2010,1.064,1.06,1.0675,1.0574
9/1/2010,1.0499,1.0652,1.0659,1.0484
9/2/2010,1.053,1.0502,1.0558,1.0471
9/3/2010,1.0387,1.0528,1.057,1.038
9/6/2010,1.0354,1.0397,1.0406,1.0336
9/7/2010,1.0479,1.0353,1.0487,1.0349
9/8/2010,1.0365,1.0475,1.0511,1.0344
9/9/2010,1.034,1.0372,1.0397,1.03
9/10/2010,1.037,1.0338,1.0376,1.0287
9/13/2010,1.0274,1.0338,1.0347,1.0264
9/14/2010,1.0272,1.0275,1.0307,1.0214
9/15/2010,1.0258,1.0276,1.0322,1.025
9/16/2010,1.026,1.0259,1.0293,1.0237
9/17/2010,1.0334,1.0266,1.0353,1.0211
9/20/2010,1.0279,1.0328,1.0349,1.0259
9/21/2010,1.0262,1.0291,1.0333,1.0216
9/22/2010,1.03,1.0263,1.0361,1.019
9/23/2010,1.0329,1.0305,1.0381,1.0277
9/24/2010,1.0242,1.0345,1.0357,1.0223
9/27/2010,1.0291,1.0246,1.03,1.0221
9/28/2010,1.03,1.0298,1.0364,1.0284
9/29/2010,1.0322,1.0303,1.0343,1.0239
9/30/2010,1.0287,1.0326,1.0348,1.0229
10/1/2010,1.02,1.0295,1.0316,1.0186
10/4/2010,1.023,1.0194,1.0246,1.0176
10/5/2010,1.0157,1.0237,1.0275,1.0152
10/6/2010,1.0112,1.0158,1.0168,1.0061
10/7/2010,1.0171,1.0113,1.0214,1.0074
10/8/2010,1.0107,1.0179,1.023,1.0092
10/11/2010,1.0138,1.0103,1.0153,1.0086
10/12/2010,1.0097,1.0138,1.0185,1.0087
10/13/2010,1.0033,1.0101,1.0107,1.001
10/14/2010,1.0039,1.0035,1.0077,0.9975
10/15/2010,1.0098,1.004,1.0141,1.0011
10/18/2010,1.0172,1.0122,1.023,1.0117
10/19/2010,1.0322,1.0173,1.0375,1.0162
10/20/2010,1.0213,1.0333,1.0351,1.0205
10/21/2010,1.0264,1.0213,1.0305,1.0166
10/22/2010,1.0258,1.0266,1.0305,1.0221
10/25/2010,1.019,1.0257,1.0271,1.0152
10/26/2010,1.0235,1.0197,1.0267,1.0172
10/27/2010,1.0276,1.024,1.0341,1.0224
10/28/2010,1.0206,1.0279,1.0288,1.018
10/29/2010,1.0187,1.021,1.025,1.0166
11/1/2010,1.0157,1.0193,1.0204,1.0126
11/2/2010,1.0082,1.0155,1.0159,1.008
11/3/2010,1.0047,1.0086,1.0157,1.0046
11/4/2010,1.0023,1.0051,1.0122,1.0008
11/5/2010,1.0003,1.0025,1.0082,0.9989
11/8/2010,1.0034,1.0008,1.0059,0.9994
11/9/2010,1.0071,1.0037,1.0096,0.9976
11/10/2010,1,1.0074,1.0094,0.9992
11/11/2010,1.0028,1.0002,1.0075,0.9974
11/12/2010,1.009,1.0031,1.0147,1.0025
11/15/2010,1.0092,1.0113,1.0141,1.0054
11/16/2010,1.0211,1.0094,1.0256,1.0067
11/17/2010,1.0252,1.022,1.0263,1.0179
11/18/2010,1.0203,1.0246,1.0251,1.0153
11/19/2010,1.0176,1.0206,1.0235,1.0154
11/22/2010,1.0183,1.0166,1.0219,1.0111
11/23/2010,1.023,1.0183,1.0266,1.0166
11/24/2010,1.0107,1.0237,1.0249,1.009
11/25/2010,1.0094,1.011,1.0126,1.0062
11/26/2010,1.0202,1.0096,1.0248,1.0084
11/29/2010,1.0178,1.0167,1.026,1.0164
11/30/2010,1.0263,1.0183,1.0288,1.0171
12/1/2010,1.0166,1.0265,1.0273,1.0139
12/2/2010,1.0034,1.0173,1.0191,1.0026
12/3/2010,1.0036,1.0033,1.0082,1
12/6/2010,1.0049,1.0037,1.0085,1.0022
12/7/2010,1.0117,1.0055,1.0122,1.0009
12/8/2010,1.0111,1.0119,1.0143,1.0061
12/9/2010,1.0101,1.011,1.0128,1.0064
12/10/2010,1.0096,1.0103,1.0117,1.008
12/13/2010,1.008,1.0099,1.011,1.0025
12/14/2010,1.0065,1.0079,1.0112,1.0027
12/15/2010,1.004,1.0066,1.0097,0.9999
12/16/2010,1.0056,1.0042,1.0077,1.0029
12/17/2010,1.0132,1.0061,1.0146,1.0037
12/20/2010,1.017,1.0125,1.0211,1.0098
12/21/2010,1.0172,1.0167,1.0208,1.0147
12/22/2010,1.0134,1.017,1.0181,1.011
12/23/2010,1.0092,1.0138,1.0168,1.0056
12/24/2010,1.0077,1.0091,1.0118,1.0048
12/27/2010,1.0066,1.0083,1.0112,1.0018
12/28/2010,1.0009,1.0071,1.0074,0.9974
12/29/2010,1.0003,1.0002,1.0057,0.9969
12/30/2010,0.9996,1.0005,1.0025,0.9971
12/31/2010,0.9967,1,1.0009,0.9924
1/3/2011,0.9932,0.9951,0.9952,0.9886
1/4/2011,0.9989,0.9938,1.0036,0.9914
1/5/2011,0.9962,0.9986,1.0025,0.9931
1/6/2011,0.9967,0.9964,0.9995,0.9919
1/7/2011,0.9912,0.9968,1.0006,0.9897
1/10/2011,0.9928,0.9931,0.9986,0.9911
1/11/2011,0.9899,0.9932,0.9952,0.989
1/12/2011,0.9859,0.99,0.9915,0.9846
1/13/2011,0.9888,0.9866,0.9911,0.9854
1/14/2011,0.9894,0.9894,0.9979,0.9884
1/17/2011,0.9868,0.9882,0.9904,0.9854
1/18/2011,0.9919,0.9873,0.9937,0.983
1/19/2011,0.9955,0.9921,0.9968,0.9887
1/20/2011,0.9966,0.9957,1.0032,0.9949
1/21/2011,0.9938,0.9971,0.9991,0.9906
1/24/2011,0.9935,0.9937,0.9984,0.9916
1/25/2011,0.9964,0.9941,1.0006,0.9908
1/26/2011,0.995,0.9972,0.9984,0.9935
1/27/2011,0.9931,0.9947,0.9988,0.9924
1/28/2011,1.0001,0.9933,1.0019,0.9931
1/31/2011,1.001,1.0016,1.0059,0.9961
2/1/2011,0.9903,1.0012,1.0015,0.9898
2/2/2011,0.9878,0.9908,0.9918,0.9858
2/3/2011,0.9908,0.9882,0.9924,0.9854
2/4/2011,0.9877,0.9908,0.9936,0.983
2/7/2011,0.9909,0.9891,0.9912,0.9835
2/8/2011,0.9946,0.9906,0.9979,0.9866
2/9/2011,0.9934,0.995,0.9959,0.9913
2/10/2011,0.9961,0.9938,0.999,0.9931
2/11/2011,0.9871,0.9957,0.9988,0.9862
2/14/2011,0.9891,0.9889,0.9904,0.9846
2/15/2011,0.9895,0.9889,0.9904,0.9848
2/16/2011,0.9848,0.9897,0.9906,0.9844
2/17/2011,0.9845,0.9849,0.9861,0.9815
2/18/2011,0.986,0.9848,0.9876,0.9818
2/21/2011,0.9825,0.9862,0.9874,0.9821
2/22/2011,0.9896,0.9826,0.992,0.9823
2/23/2011,0.9891,0.9904,0.9961,0.9857
2/24/2011,0.9827,0.9889,0.9903,0.9814
2/25/2011,0.9776,0.9832,0.9834,0.9775
2/28/2011,0.9715,0.9787,0.9792,0.9708
3/1/2011,0.974,0.9714,0.9757,0.9683
3/2/2011,0.9722,0.9745,0.9778,0.9706
3/3/2011,0.9719,0.9723,0.9755,0.9714
3/4/2011,0.9717,0.9721,0.9745,0.9698
3/7/2011,0.9723,0.9731,0.9745,0.9699
3/8/2011,0.9713,0.9727,0.975,0.9706
3/9/2011,0.9686,0.9714,0.9717,0.9666
3/10/2011,0.9751,0.9686,0.9769,0.9682
3/11/2011,0.9715,0.9756,0.9804,0.9703
3/14/2011,0.9736,0.9725,0.9767,0.9709
3/15/2011,0.9844,0.9738,0.9975,0.9733
