Date,Price,Open,High,Low
3/5/2007,1.1807,1.1766,1.1828,1.1756
3/6/2007,1.176,1.1809,1.1818,1.1729
3/7/2007,1.178,1.1768,1.1801,1.1744
3/8/2007,1.1798,1.1783,1.1819,1.1764
3/9/2007,1.1721,1.1803,1.1812,1.1702
3/12/2007,1.1721,1.1729,1.1737,1.168
3/13/2007,1.1741,1.172,1.1757,1.1679
3/14/2007,1.1765,1.1747,1.178,1.1719
3/15/2007,1.1763,1.1765,1.1782,1.173
3/16/2007,1.1757,1.177,1.1774,1.1711
3/19/2007,1.1773,1.1772,1.1786,1.174
3/20/2007,1.1611,1.1773,1.1792,1.1598
3/21/2007,1.1555,1.1616,1.1635,1.1529
3/22/2007,1.1571,1.1557,1.1595,1.1555
3/23/2007,1.1605,1.1574,1.1614,1.1559
3/26/2007,1.1615,1.1606,1.164,1.1593
3/27/2007,1.1569,1.1611,1.1622,1.1553
3/28/2007,1.1589,1.1572,1.1612,1.1557
3/29/2007,1.1589,1.1593,1.1617,1.1566
3/30/2007,1.153,1.1588,1.1595,1.1498
4/2/2007,1.1565,1.1519,1.1573,1.1512
4/3/2007,1.1584,1.1566,1.1602,1.1548
4/4/2007,1.159,1.1589,1.1597,1.1542
4/5/2007,1.1516,1.1593,1.1599,1.1486
4/6/2007,1.1512,1.1515,1.1537,1.1497
4/9/2007,1.1524,1.1509,1.1534,1.1501
4/10/2007,1.1471,1.1527,1.1532,1.1457
4/11/2007,1.1386,1.1473,1.1487,1.1385
4/12/2007,1.1344,1.1391,1.1414,1.1336
4/13/2007,1.1381,1.1346,1.1398,1.1327
4/16/2007,1.1316,1.1367,1.1375,1.1298
4/17/2007,1.13,1.1317,1.1346,1.1286
4/18/2007,1.1271,1.1313,1.1342,1.1263
4/19/2007,1.1296,1.1277,1.1311,1.1233
4/20/2007,1.124,1.1296,1.1304,1.1214
4/23/2007,1.1215,1.123,1.1246,1.1216
4/24/2007,1.1212,1.1222,1.125,1.1192
4/25/2007,1.1146,1.1214,1.1231,1.1136
4/26/2007,1.1221,1.1151,1.1226,1.1144
4/27/2007,1.1168,1.1218,1.1229,1.1129
4/30/2007,1.1089,1.1157,1.1199,1.1048
5/1/2007,1.111,1.1099,1.1118,1.1048
5/2/2007,1.1067,1.1111,1.1145,1.1063
5/3/2007,1.1076,1.1084,1.1096,1.1054
5/4/2007,1.1071,1.1076,1.1085,1.1031
5/7/2007,1.1018,1.1071,1.1076,1.1006
5/8/2007,1.1046,1.102,1.1061,1.1006
5/9/2007,1.1056,1.1058,1.1097,1.1043
5/10/2007,1.1112,1.1053,1.1131,1.105
5/11/2007,1.1104,1.1117,1.1171,1.1091
5/14/2007,1.1054,1.1105,1.1127,1.1055
5/15/2007,1.0981,1.106,1.1074,1.0964
5/16/2007,1.1033,1.0989,1.1064,1.0969
5/17/2007,1.0994,1.1044,1.1057,1.0968
5/18/2007,1.0883,1.0998,1.1003,1.0876
5/21/2007,1.0843,1.0896,1.0901,1.0825
5/22/2007,1.0863,1.0846,1.0881,1.0828
5/23/2007,1.0821,1.0867,1.0892,1.0813
5/24/2007,1.0838,1.0824,1.0855,1.0803
5/25/2007,1.0806,1.0844,1.0872,1.0776
5/28/2007,1.08,1.0794,1.0814,1.0788
5/29/2007,1.0737,1.08,1.0838,1.0711
5/30/2007,1.0743,1.0737,1.0761,1.0687
5/31/2007,1.0703,1.0743,1.0749,1.0665
6/1/2007,1.0606,1.0694,1.0712,1.0598
6/4/2007,1.0584,1.0613,1.0622,1.0549
6/5/2007,1.0635,1.0585,1.064,1.0562
6/6/2007,1.0577,1.0634,1.0638,1.0562
6/7/2007,1.0662,1.0582,1.0667,1.0562
6/8/2007,1.061,1.0653,1.0715,1.0594
6/11/2007,1.0597,1.0614,1.0637,1.0596
6/12/2007,1.0675,1.0599,1.0682,1.059
6/13/2007,1.0669,1.0675,1.0741,1.0646
6/14/2007,1.0686,1.0664,1.0692,1.0647
6/15/2007,1.0676,1.0684,1.0693,1.0604
6/18/2007,1.0717,1.0676,1.0753,1.0652
6/19/2007,1.0624,1.0711,1.0723,1.0615
6/20/2007,1.0656,1.0624,1.0689,1.0618
6/21/2007,1.0741,1.0663,1.0761,1.0644
6/22/2007,1.0695,1.0746,1.0753,1.0665
6/25/2007,1.0699,1.069,1.0736,1.068
6/26/2007,1.0693,1.0702,1.0728,1.067
6/27/2007,1.0703,1.0698,1.0737,1.0692
6/28/2007,1.0592,1.0704,1.0713,1.0574
6/29/2007,1.0651,1.0594,1.0661,1.0474
7/2/2007,1.0561,1.0633,1.0639,1.0526
7/3/2007,1.0612,1.056,1.0637,1.0541
7/4/2007,1.0571,1.0615,1.0618,1.0557
7/5/2007,1.0561,1.0579,1.0595,1.0554
7/6/2007,1.0491,1.0564,1.057,1.0462
7/9/2007,1.0494,1.0493,1.0503,1.0444
7/10/2007,1.0542,1.0494,1.0549,1.0478
7/11/2007,1.0545,1.054,1.0614,1.0532
7/12/2007,1.0456,1.0548,1.0558,1.0449
7/13/2007,1.0469,1.0455,1.05,1.0446
7/16/2007,1.0437,1.0484,1.0486,1.0415
7/17/2007,1.0436,1.0439,1.0454,1.042
7/18/2007,1.0444,1.0435,1.0481,1.04
7/19/2007,1.0432,1.044,1.0467,1.0411
7/20/2007,1.0485,1.0433,1.05,1.0413
7/23/2007,1.0464,1.0484,1.0486,1.0425
7/24/2007,1.0357,1.0469,1.0475,1.0341
7/25/2007,1.0425,1.0365,1.045,1.0339
7/26/2007,1.0555,1.0418,1.0559,1.0404
7/27/2007,1.064,1.0553,1.065,1.0525
7/30/2007,1.067,1.0644,1.0702,1.0639
7/31/2007,1.067,1.0667,1.0686,1.0585
8/1/2007,1.0558,1.0666,1.0699,1.0551
8/2/2007,1.0527,1.056,1.06,1.0509
8/3/2007,1.057,1.0526,1.058,1.0501
8/6/2007,1.0516,1.0567,1.0591,1.0503
8/7/2007,1.0544,1.0509,1.0577,1.0491
8/8/2007,1.0485,1.0546,1.0568,1.0462
8/9/2007,1.0583,1.0485,1.0644,1.0469
8/10/2007,1.0531,1.0581,1.062,1.0515
8/13/2007,1.0539,1.054,1.0566,1.0485
8/14/2007,1.0675,1.0543,1.0688,1.0541
8/15/2007,1.079,1.0676,1.0798,1.0674
8/16/2007,1.075,1.0792,1.0868,1.0673
8/17/2007,1.0601,1.076,1.0797,1.0556
8/20/2007,1.0544,1.0606,1.0627,1.0531
8/21/2007,1.0638,1.0553,1.0652,1.0543
8/22/2007,1.0621,1.0632,1.0667,1.0572
8/23/2007,1.0526,1.0621,1.063,1.0474
8/24/2007,1.0523,1.053,1.057,1.0493
8/27/2007,1.0545,1.052,1.0552,1.047
8/28/2007,1.0654,1.0545,1.0656,1.0534
8/29/2007,1.059,1.0648,1.0679,1.0579
8/30/2007,1.0574,1.0591,1.0664,1.0544
8/31/2007,1.0556,1.0581,1.0595,1.0506
9/3/2007,1.0521,1.0557,1.056,1.0517
9/4/2007,1.0483,1.0528,1.057,1.0481
9/5/2007,1.054,1.0493,1.057,1.0486
9/6/2007,1.0517,1.054,1.0584,1.0507
9/7/2007,1.0555,1.052,1.0578,1.0476
9/10/2007,1.0511,1.0547,1.0594,1.0505
9/11/2007,1.0421,1.0519,1.0533,1.041
9/12/2007,1.037,1.0423,1.0448,1.0353
9/13/2007,1.0354,1.0369,1.0382,1.0311
9/14/2007,1.0305,1.0353,1.0368,1.0277
9/17/2007,1.0268,1.0303,1.0314,1.0239
9/18/2007,1.0133,1.0276,1.0291,1.0121
9/19/2007,1.0149,1.0134,1.0179,1.0082
9/20/2007,1.0008,1.0148,1.0157,0.9992
9/21/2007,1.001,1.0021,1.006,0.9937
9/24/2007,1.0012,0.9999,1.0031,0.9968
9/25/2007,1.005,1.0019,1.0067,0.9998
9/26/2007,1.0042,1.0037,1.0097,1.0025
9/27/2007,1.0014,1.0042,1.0057,0.9977
9/28/2007,0.9913,1.0015,1.0023,0.9913
10/1/2007,0.9912,0.9934,0.9959,0.991
10/2/2007,0.9982,0.9918,1.0013,0.9914
10/3/2007,0.998,0.9981,0.9994,0.9936
10/4/2007,0.9964,0.9984,1.0018,0.996
10/5/2007,0.9805,0.9968,0.9986,0.9787
10/8/2007,0.9858,0.9806,0.9879,0.9802
10/9/2007,0.9806,0.9865,0.9898,0.9792
10/10/2007,0.9817,0.9816,0.9837,0.9791
10/11/2007,0.9766,0.9818,0.983,0.9728
10/12/2007,0.971,0.9765,0.9801,0.9711
10/15/2007,0.9756,0.9719,0.978,0.9706
10/16/2007,0.979,0.9765,0.9819,0.9744
10/17/2007,0.9744,0.9788,0.9823,0.9727
10/18/2007,0.9739,0.9745,0.9779,0.9718
10/19/2007,0.9661,0.9737,0.9757,0.9633
10/22/2007,0.978,0.9669,0.9827,0.9661
10/23/2007,0.9659,0.9786,0.9792,0.9627
10/24/2007,0.9682,0.9663,0.9736,0.9644
10/25/2007,0.9666,0.9686,0.9701,0.9613
10/26/2007,0.9612,0.9663,0.9672,0.959
10/29/2007,0.9534,0.9614,0.963,0.9515
10/30/2007,0.9528,0.9533,0.9578,0.9514
10/31/2007,0.9436,0.9534,0.9567,0.9419
11/1/2007,0.9509,0.9431,0.9523,0.9423
11/2/2007,0.9341,0.9512,0.9524,0.9326
11/5/2007,0.9329,0.9355,0.9371,0.9304
11/6/2007,0.9214,0.9334,0.934,0.9208
11/7/2007,0.9285,0.921,0.9308,0.9059
11/8/2007,0.9343,0.9291,0.9407,0.9236
11/9/2007,0.943,0.9353,0.9443,0.9252
11/12/2007,0.9687,0.9457,0.9707,0.9433
11/13/2007,0.9595,0.9695,0.9726,0.9523
11/14/2007,0.9665,0.9595,0.9677,0.9512
11/15/2007,0.9844,0.967,0.9865,0.9606
11/16/2007,0.9734,0.9851,0.9889,0.9705
11/19/2007,0.9846,0.9769,0.9851,0.9705
11/20/2007,0.979,0.9847,0.9867,0.9743
11/21/2007,0.988,0.9795,0.9927,0.9776
11/22/2007,0.9854,0.9874,0.9887,0.9788
11/23/2007,0.9891,0.9855,0.9901,0.9799
11/26/2007,0.9894,0.9874,0.9915,0.9799
11/27/2007,0.9951,0.9904,1.0004,0.9821
11/28/2007,0.9856,0.9958,1.0002,0.9846
11/29/2007,0.9969,0.9858,0.9996,0.9835
11/30/2007,0.9999,0.9977,1.0018,0.9922
12/3/2007,0.9999,0.9993,1.0043,0.9975
12/4/2007,1.0122,1.0001,1.0155,0.9988
12/5/2007,1.0135,1.0124,1.0217,1.0086
12/6/2007,1.0079,1.0141,1.0197,1.0074
12/7/2007,1.0046,1.0089,1.0152,1.0008
12/10/2007,1.0055,1.0041,1.0119,1.0005
12/11/2007,1.015,1.0065,1.0168,1.0042
12/12/2007,1.0128,1.0144,1.0178,1.0056
12/13/2007,1.0203,1.0127,1.0236,1.0094
12/14/2007,1.017,1.0204,1.0249,1.0128
12/17/2007,1.0058,1.0178,1.023,1.0026
12/18/2007,1.0054,1.0057,1.0143,1.0013
12/19/2007,1.0027,1.0055,1.0094,1.0017
12/20/2007,1.0005,1.0029,1.0051,0.9953
12/21/2007,0.9913,1.0004,1.0021,0.9911
12/24/2007,0.9859,0.9918,0.9936,0.984
12/25/2007,0.9849,0.9853,0.9871,0.9831
12/26/2007,0.9805,0.9852,0.9868,0.9803
12/27/2007,0.9805,0.981,0.9856,0.9785
12/28/2007,0.9805,0.9816,0.985,0.9756
12/31/2007,0.9964,0.9811,0.9968,0.9765
1/1/2008,0.992,0.9962,0.9989,0.9914
1/2/2008,0.9934,0.9922,0.9973,0.9861
1/3/2008,0.989,0.9928,0.9968,0.9873
1/4/2008,1.0034,0.9902,1.0037,0.9841
1/7/2008,1.005,1.0023,1.0082,0.9969
1/8/2008,1.0066,1.0054,1.0071,0.9967
1/9/2008,1.0095,1.0058,1.0125,1.002
1/10/2008,1.008,1.0101,1.0152,1.0052
1/11/2008,1.0196,1.0082,1.0223,1.007
1/14/2008,1.0176,1.0199,1.0214,1.0147
1/15/2008,1.0168,1.0176,1.0199,1.0124
1/16/2008,1.0241,1.0168,1.0285,1.0152
1/17/2008,1.0298,1.0253,1.0309,1.0181
1/18/2008,1.0269,1.0297,1.0309,1.0217
1/21/2008,1.0344,1.0262,1.0349,1.026
1/22/2008,1.0279,1.0341,1.038,1.0206
1/23/2008,1.0223,1.0285,1.0319,1.0223
1/24/2008,1.0031,1.0235,1.0259,1.0031
1/25/2008,1.0064,1.0044,1.0112,1.0016
1/28/2008,1.0042,1.0096,1.012,1.0022
1/29/2008,0.9982,1.0044,1.0072,0.9944
1/30/2008,0.9923,0.9989,1.0004,0.9873
1/31/2008,1.0036,0.9933,1.0089,0.9925
2/1/2008,0.9926,1.0037,1.004,0.9918
2/4/2008,0.9934,0.9946,1.0015,0.9922
2/5/2008,1.0068,0.9933,1.0082,0.9927
2/6/2008,1.006,1.0072,1.0104,1.0006
2/7/2008,1.0093,1.0059,1.0128,1.0044
2/8/2008,0.9998,1.0101,1.0107,0.9948
2/11/2008,1.0014,1.0002,1.0037,0.9956
2/12/2008,1.0008,1.0017,1.0046,0.9939
2/13/2008,0.9972,1.0015,1.0031,0.9965
2/14/2008,1.0004,0.997,1.0018,0.9937
2/15/2008,1.0071,1.0002,1.0115,0.992
2/18/2008,1.0074,1.0086,1.0101,1.0048
2/19/2008,1.0171,1.0076,1.0176,1.0021
2/20/2008,1.0125,1.0173,1.02,1.0105
2/21/2008,1.0109,1.0127,1.0143,1.0067
2/22/2008,1.012,1.0112,1.017,1.0072
2/25/2008,0.9951,1.0122,1.0131,0.9951
2/26/2008,0.9829,0.9956,0.9988,0.9783
2/27/2008,0.9803,0.9821,0.9833,0.976
2/28/2008,0.9748,0.981,0.9824,0.9711
2/29/2008,0.9843,0.9759,0.9854,0.975
3/3/2008,0.9891,0.9855,0.9935,0.9827
3/4/2008,0.9936,0.9893,0.9979,0.9853
3/5/2008,0.9849,0.9943,0.9956,0.9835
3/6/2008,0.9861,0.9852,0.9886,0.9818
3/7/2008,0.9896,0.9861,0.9925,0.9747
3/10/2008,0.9965,0.9897,0.9985,0.9856
3/11/2008,0.9912,0.9965,0.9974,0.9894
3/12/2008,0.9895,0.992,0.9938,0.9837
3/13/2008,0.9824,0.9896,0.9921,0.9797
3/14/2008,0.989,0.9837,0.9967,0.9815
3/17/2008,0.997,0.9886,1.0013,0.9858
3/18/2008,0.9922,0.9983,0.9988,0.9893
3/19/2008,1.0141,0.9926,1.0176,0.9876
3/20/2008,1.0242,1.0137,1.0296,1.0107
3/21/2008,1.0228,1.024,1.027,1.0223
3/24/2008,1.0173,1.0255,1.031,1.0157
3/25/2008,1.0169,1.0171,1.0224,1.0125
3/26/2008,1.0179,1.0173,1.0208,1.0094
3/27/2008,1.0183,1.0181,1.0235,1.0126
3/28/2008,1.0224,1.0184,1.023,1.0143
3/31/2008,1.0258,1.0225,1.0294,1.0191
4/1/2008,1.0223,1.0259,1.0328,1.0206
4/2/2008,1.0146,1.0221,1.0246,1.013
4/3/2008,1.0042,1.0154,1.0168,1.0027
4/4/2008,1.0081,1.0046,1.0105,1.0019
4/7/2008,1.0149,1.0091,1.0154,1.004
4/8/2008,1.0129,1.0143,1.0176,1.0105
4/9/2008,1.0188,1.0135,1.022,1.0126
4/10/2008,1.0197,1.0187,1.0226,1.0156
4/11/2008,1.0232,1.0197,1.025,1.0132
4/14/2008,1.0184,1.0269,1.0276,1.0176
4/15/2008,1.0175,1.019,1.024,1.0164
4/16/2008,1.0003,1.0179,1.0188,1.0001
4/17/2008,1.0098,1.001,1.0144,0.9988
4/18/2008,1.0042,1.0105,1.0145,1.0025
4/21/2008,1.0055,1.0052,1.0096,0.9999
4/22/2008,1.0068,1.0058,1.0154,1.0023
4/23/2008,1.0171,1.0078,1.0216,1.006
4/24/2008,1.0141,1.017,1.0213,1.0121
4/25/2008,1.0137,1.0145,1.0206,1.0122
4/28/2008,1.0123,1.0138,1.0185,1.0067
4/29/2008,1.0129,1.0131,1.0166,1.0109
4/30/2008,1.007,1.013,1.0145,1.0037
5/1/2008,1.0206,1.0073,1.0237,1.0061
5/2/2008,1.0194,1.0193,1.0244,1.0147
5/5/2008,1.0126,1.0195,1.02,1.012
5/6/2008,1.0026,1.0126,1.0147,0.9998
5/7/2008,1.0095,1.0024,1.01,1.0006
5/8/2008,1.0174,1.0096,1.0179,1.008
5/9/2008,1.0052,1.0175,1.0178,1.0046
5/12/2008,1.0049,1.0059,1.0109,1.0025
5/13/2008,1.0036,1.005,1.0096,0.9986
5/14/2008,1.0029,1.0038,1.007,0.9963
5/15/2008,0.9994,1.0032,1.0063,0.9992
5/16/2008,0.999,0.9999,1.0023,0.9944
5/19/2008,0.9914,0.9998,1.0002,0.9899
5/20/2008,0.9923,0.9916,0.9954,0.9874
5/21/2008,0.9832,0.9923,0.9929,0.9819
5/22/2008,0.9842,0.9835,0.9877,0.9827
5/23/2008,0.9894,0.9848,0.9902,0.9834
5/26/2008,0.9913,0.9889,0.9935,0.9861
5/27/2008,0.9944,0.9919,0.9951,0.9867
5/28/2008,0.9894,0.9938,0.996,0.9889
5/29/2008,0.9881,0.9898,0.9923,0.9824
5/30/2008,0.9932,0.9884,0.9982,0.9873
6/2/2008,1.0014,0.9953,1.003,0.9928
6/3/2008,1.0088,1.0015,1.0098,0.9968
6/4/2008,1.017,1.0093,1.0192,1.008
6/5/2008,1.0169,1.017,1.0223,1.0142
6/6/2008,1.0194,1.0174,1.0218,1.0162
6/9/2008,1.0232,1.0186,1.0244,1.015
6/10/2008,1.0218,1.0235,1.0324,1.0196
6/11/2008,1.0199,1.022,1.0248,1.0153
6/12/2008,1.0239,1.02,1.0279,1.0193
6/13/2008,1.0292,1.024,1.0299,1.0217
6/16/2008,1.0244,1.0286,1.0301,1.0197
6/17/2008,1.0188,1.0242,1.025,1.0166
6/18/2008,1.0173,1.0189,1.0215,1.0166
6/19/2008,1.0159,1.0173,1.019,1.0109
6/20/2008,1.0165,1.0154,1.0197,1.0101
6/23/2008,1.0155,1.0166,1.0194,1.013
6/24/2008,1.0118,1.0158,1.0174,1.011
6/25/2008,1.0089,1.0117,1.0145,1.0088
6/26/2008,1.0132,1.0092,1.0144,1.0081
6/27/2008,1.0104,1.0138,1.0143,1.0048
6/30/2008,1.0209,1.0105,1.0219,1.0062
7/1/2008,1.0222,1.0209,1.0242,1.0143
7/2/2008,1.0116,1.0221,1.0231,1.0089
7/3/2008,1.0181,1.0118,1.0221,1.011
7/4/2008,1.0195,1.0182,1.0206,1.014
7/7/2008,1.0164,1.0185,1.0234,1.0149
7/8/2008,1.0188,1.017,1.0233,1.0156
7/9/2008,1.0111,1.0189,1.02,1.0098
7/10/2008,1.009,1.012,1.0138,1.0076
7/11/2008,1.0094,1.0086,1.0181,1.0069
7/14/2008,1.0063,1.0077,1.0143,1.0042
7/15/2008,1.001,1.0066,1.0072,0.9975
7/16/2008,1.0017,1.0016,1.005,0.9996
7/17/2008,1.0058,1.0018,1.0082,0.9978
7/18/2008,1.0056,1.0053,1.0082,1.0021
7/21/2008,0.9992,1.0061,1.0074,0.9991
7/22/2008,1.0077,0.9997,1.0116,0.9997
7/23/2008,1.0109,1.0081,1.012,1.0057
7/24/2008,1.0156,1.011,1.0164,1.0076
7/25/2008,1.0196,1.0151,1.0208,1.0127
7/28/2008,1.0223,1.0193,1.0246,1.0174
7/29/2008,1.0237,1.0225,1.0275,1.0205
7/30/2008,1.0226,1.0239,1.0273,1.0219
7/31/2008,1.0233,1.0234,1.0267,1.0213
8/1/2008,1.0269,1.0238,1.03,1.0227
8/4/2008,1.0369,1.027,1.0373,1.0262
8/5/2008,1.0423,1.0368,1.0454,1.0361
8/6/2008,1.048,1.0433,1.0496,1.04
8/7/2008,1.0529,1.0487,1.0536,1.0448
8/8/2008,1.0665,1.053,1.0698,1.0515
8/11/2008,1.069,1.0676,1.0718,1.0612
8/12/2008,1.0645,1.0693,1.073,1.0614
8/13/2008,1.0624,1.0645,1.0717,1.0614
8/14/2008,1.0649,1.0627,1.0657,1.0563
8/15/2008,1.0589,1.0644,1.0695,1.0581
8/18/2008,1.0644,1.0596,1.0649,1.0544
8/19/2008,1.0604,1.0644,1.0671,1.0594
8/20/2008,1.0602,1.0612,1.0654,1.0576
8/21/2008,1.0432,1.0601,1.0609,1.0423
8/22/2008,1.0469,1.0437,1.049,1.042
8/25/2008,1.0511,1.0489,1.0519,1.044
8/26/2008,1.048,1.051,1.0563,1.041
8/27/2008,1.0468,1.0484,1.0498,1.0426
8/28/2008,1.0508,1.0468,1.054,1.0431
8/29/2008,1.0635,1.0511,1.0646,1.047
9/1/2008,1.0667,1.0619,1.0695,1.0613
9/2/2008,1.0671,1.0671,1.0749,1.066
9/3/2008,1.0613,1.0673,1.078,1.0578
9/4/2008,1.0712,1.062,1.0716,1.0543
9/5/2008,1.0621,1.0704,1.073,1.0603
9/8/2008,1.0656,1.0578,1.0715,1.0551
9/9/2008,1.0714,1.0655,1.0719,1.0603
9/10/2008,1.0731,1.0714,1.0745,1.0657
9/11/2008,1.073,1.0728,1.0824,1.0701
9/12/2008,1.0598,1.0746,1.0765,1.0587
9/15/2008,1.0686,1.062,1.0752,1.0569
9/16/2008,1.0708,1.07,1.075,1.0661
9/17/2008,1.0727,1.0699,1.081,1.0617
9/18/2008,1.0586,1.0721,1.0736,1.0577
9/19/2008,1.0465,1.0593,1.0669,1.0428
9/22/2008,1.0359,1.0469,1.0516,1.0315
9/23/2008,1.0372,1.0357,1.0401,1.0304
9/24/2008,1.0386,1.0385,1.0395,1.0313
9/25/2008,1.0335,1.0385,1.039,1.0298
9/26/2008,1.0333,1.0341,1.0375,1.0315
9/29/2008,1.0454,1.0351,1.0461,1.0334
9/30/2008,1.0642,1.0458,1.0665,1.0441
10/1/2008,1.0616,1.0637,1.0659,1.0547
10/2/2008,1.0798,1.0628,1.081,1.0622
10/3/2008,1.0826,1.0792,1.0846,1.0726
10/6/2008,1.1022,1.0829,1.1089,1.0814
10/7/2008,1.1039,1.1018,1.1088,1.0951
10/8/2008,1.1282,1.1046,1.1289,1.0997
10/9/2008,1.1464,1.1273,1.1507,1.1205
10/10/2008,1.173,1.1489,1.2123,1.1459
10/13/2008,1.1459,1.1681,1.1798,1.1451
10/14/2008,1.1615,1.147,1.1652,1.1306
10/15/2008,1.1902,1.1622,1.192,1.1537
10/16/2008,1.1755,1.1911,1.1997,1.1757
10/17/2008,1.1821,1.1786,1.1933,1.1774
10/20/2008,1.19,1.1818,1.1984,1.174
10/21/2008,1.2136,1.1919,1.221,1.1911
10/22/2008,1.2543,1.2134,1.26,1.2106
10/23/2008,1.2445,1.2543,1.2742,1.2432
10/24/2008,1.2773,1.2455,1.2843,1.2436
10/27/2008,1.296,1.2778,1.2973,1.2703
10/28/2008,1.2715,1.2966,1.302,1.2717
10/29/2008,1.2245,1.272,1.2872,1.2126
10/30/2008,1.2013,1.222,1.2258,1.1901
10/31/2008,1.2122,1.201,1.238,1.1943
11/3/2008,1.1815,1.2098,1.2118,1.1801
11/4/2008,1.1504,1.1808,1.1896,1.1479
11/5/2008,1.167,1.1502,1.169,1.1466
11/6/2008,1.1925,1.1685,1.194,1.1616
11/7/2008,1.1886,1.1943,1.2026,1.167
11/10/2008,1.198,1.178,1.1993,1.166
11/11/2008,1.205,1.1955,1.2098,1.1891
11/12/2008,1.235,1.2059,1.2384,1.198
11/13/2008,1.2127,1.2367,1.2448,1.2107
11/14/2008,1.228,1.2126,1.2318,1.2099
11/17/2008,1.2233,1.2385,1.2424,1.2112
11/18/2008,1.2278,1.225,1.2386,1.218
11/19/2008,1.2536,1.2306,1.2544,1.2286
11/20/2008,1.2936,1.2536,1.295,1.2517
11/21/2008,1.2747,1.2948,1.2986,1.2744
11/24/2008,1.2298,1.2676,1.2777,1.2243
11/25/2008,1.2251,1.2317,1.2479,1.2126
11/26/2008,1.2269,1.2246,1.2415,1.216
11/27/2008,1.2317,1.2307,1.2376,1.2236
11/28/2008,1.2355,1.2313,1.2469,1.2313
12/1/2008,1.2437,1.2366,1.2526,1.2306
12/2/2008,1.2522,1.2462,1.2584,1.2382
12/3/2008,1.2525,1.2508,1.2669,1.2443
12/4/2008,1.2775,1.2535,1.28,1.2516
12/5/2008,1.2698,1.2772,1.3009,1.2689
12/8/2008,1.2544,1.2702,1.2756,1.2447
12/9/2008,1.2652,1.2531,1.2746,1.2496
12/10/2008,1.2589,1.2649,1.2667,1.2487
12/11/2008,1.235,1.2592,1.2609,1.2158
12/12/2008,1.2488,1.2346,1.2516,1.2285
12/15/2008,1.2328,1.2464,1.2467,1.2231
12/16/2008,1.2046,1.2333,1.2378,1.1988
12/17/2008,1.1958,1.2031,1.2121,1.1933
12/18/2008,1.2047,1.1941,1.2118,1.1924
12/19/2008,1.224,1.2064,1.2376,1.203
12/22/2008,1.2194,1.2155,1.2215,1.1987
12/23/2008,1.2165,1.2192,1.2254,1.2049
12/24/2008,1.2141,1.2163,1.2212,1.2083
12/25/2008,1.2164,1.2128,1.2201,1.2121
12/26/2008,1.2219,1.215,1.2226,1.2126
12/29/2008,1.2177,1.222,1.2224,1.2072
12/30/2008,1.2199,1.2193,1.2342,1.2142
12/31/2008,1.2165,1.2192,1.2361,1.2107
1/1/2009,1.2204,1.2169,1.2226,1.2166
1/2/2009,1.2149,1.2197,1.2277,1.2066
1/5/2009,1.1886,1.206,1.2226,1.1868
1/6/2009,1.1845,1.1895,1.2001,1.1761
1/7/2009,1.1958,1.1835,1.2002,1.1774
1/8/2009,1.1791,1.1955,1.2075,1.1771
1/9/2009,1.1883,1.1793,1.197,1.1793
1/12/2009,1.2163,1.1879,1.2176,1.1873
1/13/2009,1.2243,1.2172,1.234,1.2153
1/14/2009,1.2477,1.2248,1.2493,1.2102
1/15/2009,1.2519,1.2485,1.2674,1.2414
1/16/2009,1.2481,1.2521,1.2578,1.2316
1/19/2009,1.2543,1.2455,1.2574,1.2374
1/20/2009,1.2666,1.2538,1.2697,1.253
1/21/2009,1.2556,1.2671,1.2767,1.2548
1/22/2009,1.2532,1.2561,1.2741,1.2517
1/23/2009,1.231,1.2533,1.2651,1.2269
1/26/2009,1.2226,1.2326,1.2391,1.2141
1/27/2009,1.2267,1.2239,1.2334,1.2152
1/28/2009,1.2148,1.2279,1.2309,1.2026
1/29/2009,1.2236,1.2135,1.2246,1.2093
1/30/2009,1.2267,1.2241,1.2418,1.2217
2/2/2009,1.2423,1.2279,1.2467,1.226
2/3/2009,1.2311,1.2436,1.2523,1.2294
2/4/2009,1.2323,1.2308,1.2439,1.2225
2/5/2009,1.2316,1.2323,1.2384,1.2227
2/6/2009,1.2254,1.2322,1.2542,1.2233
2/9/2009,1.2158,1.2219,1.2301,1.2131
2/10/2009,1.246,1.2165,1.2494,1.2149
2/11/2009,1.2415,1.2453,1.2533,1.2389
2/12/2009,1.2432,1.242,1.255,1.2382
2/13/2009,1.2343,1.2438,1.2464,1.2281
2/16/2009,1.2436,1.2376,1.249,1.2392
2/17/2009,1.2646,1.2439,1.2674,1.2415
2/18/2009,1.2602,1.2643,1.2658,1.253
2/19/2009,1.2589,1.2599,1.2623,1.2466
2/20/2009,1.2505,1.2587,1.2652,1.2422
2/23/2009,1.2498,1.2512,1.2557,1.2357
2/24/2009,1.2426,1.251,1.2542,1.2394
2/25/2009,1.2566,1.243,1.2614,1.2399
2/26/2009,1.2516,1.2559,1.2581,1.2397
2/27/2009,1.2729,1.2531,1.2733,1.2519
3/2/2009,1.2905,1.2774,1.2918,1.2725
3/3/2009,1.2931,1.2914,1.2977,1.2807
3/4/2009,1.2741,1.2921,1.2969,1.2714
3/5/2009,1.2888,1.2751,1.2914,1.2723
3/6/2009,1.2875,1.2886,1.2913,1.2765
3/9/2009,1.2995,1.2866,1.3066,1.2817
