order_id,order_number,order_date,fk_order_date,fk_customer,fk_product,order_item_id,unit_price,discount_value,price_paid
13445636,576743626,2019-09-05,20190905,1064,20330,13472036,174.99,43.75,131.24
13463534,426489226,2019-09-05,20190905,1064,6572,13489934,27.96,27.96,0.00
13586718,599188426,2019-09-19,20190919,1064,20326,13613118,139.99,35.00,104.99
13725430,554264826,2019-09-26,20190926,1064,20326,13751830,139.99,35.00,104.99
13755242,435336826,2019-10-03,20191003,1064,20980,13781642,174.99,43.75,131.24
13811042,429566826,2019-10-03,20191003,1064,6572,13837442,31.96,31.96,0.00
13916242,537163006,2019-10-17,20191017,1064,20976,13942642,139.99,35.00,104.99
14047752,592766606,2019-10-24,20191024,1064,20980,14074152,174.99,43.75,131.24
14049994,469706606,2019-10-24,20191024,1064,6572,14076394,31.96,31.96,0.00
14110038,511537406,2019-10-31,20191031,1064,24408,14136438,139.99,35.00,104.99
14216230,533800006,2019-11-07,20191107,1064,24468,14242630,129.99,32.50,97.49
14300104,466709806,2019-11-14,20191114,1064,24468,14326504,129.99,32.50,97.49
14315802,487065806,2019-11-14,20191114,1064,6572,14342202,7.96,7.96,0.00
14391772,542303806,2019-11-21,20191121,1064,24468,14418172,129.99,32.50,97.49
14407026,489867806,2019-11-21,20191121,1064,6572,14433426,39.96,39.96,0.00
14457222,503119606,2019-11-28,20191128,1064,24468,14483622,129.99,32.50,97.49
14575468,470319206,2019-12-05,20191205,1064,24468,14601868,129.99,32.50,97.49
14590804,479877206,2019-12-05,20191205,1064,6572,14617204,11.96,11.96,0.00
14595872,570335206,2019-12-05,20191205,1064,24454,14622272,4.99,0.00,4.99
14647858,555728406,2019-12-12,20191212,1064,24468,14674258,129.99,32.50,97.49
14674948,542992406,2019-12-12,20191212,1064,6572,14701348,11.96,11.96,0.00
14723880,487490406,2019-12-19,20191219,1064,24468,14750280,129.99,32.50,97.49
14727234,594730406,2019-12-19,20191219,1064,6572,14753634,11.96,11.96,0.00
14742136,534562406,2019-12-26,20191226,1064,24670,14768536,174.99,43.75,131.24
14782922,458544806,2019-12-26,20191226,1064,6572,14809322,23.96,23.96,0.00
14785930,526424806,2019-12-26,20191226,1064,24454,14812330,4.99,0.00,4.99
14866416,511862806,2020-01-02,20200102,2027,24664,14892816,79.99,20.00,59.99
14974286,575842986,2020-01-09,20200109,2027,24664,15000686,79.99,20.00,59.99
14990176,531386986,2020-01-09,20200109,2027,24454,15016576,4.99,4.99,0.00
15076486,537674586,2020-01-16,20200116,2027,24664,15102886,79.99,20.00,59.99
15113136,591506586,2020-01-16,20200116,2027,24454,15139536,4.99,4.99,0.00
15163612,553359386,2020-01-23,20200123,2027,24664,15190012,79.99,20.00,59.99
15229776,591547386,2020-01-23,20200123,2027,24454,15256176,4.99,4.99,0.00
15333866,452943986,2020-01-30,20200130,2027,24664,15360266,79.99,20.00,59.99
15491682,519345586,2020-02-13,20200213,2027,24664,15518082,79.99,20.00,59.99
15639668,447039186,2020-02-20,20200220,2027,24672,15666068,119.99,30.00,89.99
15688162,532943186,2020-02-27,20200227,2027,24668,15714562,99.99,25.00,74.99
15819016,467166386,2020-03-05,20200305,2027,24664,15845416,79.99,20.00,59.99
15870438,518978786,2020-03-12,20200312,2027,31326,15896838,99.99,25.00,74.99
16044114,596502946,2020-03-19,20200319,2027,31322,16070514,79.99,20.00,59.99
16149058,552510546,2020-03-26,20200326,2027,31326,16175458,99.99,0.00,99.99
16168464,509646546,2020-03-26,20200326,1064,30018,16194864,164.99,0.00,164.99
16268802,497231346,2020-04-02,20200402,2027,31330,16295202,119.99,0.00,119.99
16307868,594829946,2020-04-02,20200402,1064,30018,16334268,164.99,0.00,164.99
16370982,505955946,2020-04-02,20200402,1064,6572,16397382,31.84,31.84,0.00
16386470,442711946,2020-04-02,20200402,1064,24454,16412870,4.99,4.99,0.00
16389638,458483946,2020-04-02,20200402,2027,24454,16416038,4.99,4.99,0.00
16505416,529431746,2020-04-09,20200409,2027,31322,16531816,79.99,0.00,79.99
16533220,475467746,2020-04-09,20200409,1064,30018,16559620,164.99,0.00,164.99
16580236,462379546,2020-04-09,20200409,1064,24454,16606636,4.99,4.99,0.00
16700754,583719146,2020-04-16,20200416,1064,31324,16727154,139.99,0.00,139.99
16768894,479267146,2020-04-16,20200416,2027,31330,16795294,119.99,0.00,119.99
16784872,549244346,2020-04-16,20200416,2027,6572,16811272,11.96,11.96,0.00
16799244,482932346,2020-04-16,20200416,1064,24454,16825644,4.99,4.99,0.00
16803508,468952346,2020-04-16,20200416,2027,24454,16829908,4.99,4.99,0.00
