order_id,order_number,order_date,fk_order_date,fk_customer,fk_product,order_item_id,unit_price,discount_value,price_paid
31911006,592225040,2021-07-22,20210722,2027,35152,31944236,164.98,0.00,164.98
31991086,535063040,2021-07-24,20210724,1064,35148,32024440,133.95,0.00,133.95
32107842,512222640,2021-07-29,20210729,2027,35152,32141356,164.98,0.00,164.98
32206850,457191440,2021-07-31,20210731,1064,35148,32240470,133.95,0.00,133.95
32209310,435951440,2021-07-31,20210731,1064,6572,32242930,47.92,47.92,0.00
32214180,591071440,2021-07-31,20210731,1064,24454,32247830,4.99,4.99,0.00
32286890,437580040,2021-08-05,20210805,1064,35148,32320694,133.95,0.00,133.95
32288870,430760040,2021-08-05,20210805,2027,35152,32322672,164.98,0.00,164.98
32380604,448745840,2021-08-07,20210807,4242,35138,32414582,154.99,58.12,96.87
32472796,468507840,2021-08-12,20210812,2027,35152,32506972,164.98,0.00,164.98
32477798,427689640,2021-08-12,20210812,1064,35152,32511974,164.98,0.00,164.98
32483200,473369640,2021-08-12,20210812,1064,6572,32517376,7.96,7.96,0.00
32484820,473949640,2021-08-12,20210812,1064,48956,32519050,13.99,13.99,0.00
32653566,506977240,2021-08-19,20210819,2027,35148,32688756,133.95,0.00,133.95
32662304,446855240,2021-08-19,20210819,1064,35148,32697494,133.95,0.00,133.95
32843350,537268840,2021-08-26,20210826,2027,35152,32880786,164.98,0.00,164.98
32852108,437344840,2021-08-26,20210826,1064,35148,32889544,133.95,0.00,133.95
32856446,433264840,2021-08-26,20210826,1064,48956,32893986,8.49,8.49,0.00
32930716,470542840,2021-08-28,20210828,4242,35138,32969088,154.99,51.61,103.38
33057374,574927020,2021-09-02,20210902,2027,35152,33097210,164.98,41.24,123.74
33200226,518845420,2021-09-05,20210905,1064,35148,33241764,133.95,33.49,100.46
33217662,588973420,2021-09-05,20210905,1064,47946,33259386,7.99,7.99,0.00
33266894,567051420,2021-09-09,20210909,2027,35148,33309050,133.95,33.49,100.46
33269350,469791420,2021-09-09,20210909,1064,35148,33311506,133.95,33.49,100.46
33513112,523471820,2021-09-16,20210916,2027,35152,33557392,164.98,41.24,123.74
33518550,599983820,2021-09-16,20210916,1064,35148,33562832,133.95,33.49,100.46
33525554,574463820,2021-09-16,20210916,1064,6572,33569834,7.96,7.96,0.00
33528924,519647820,2021-09-16,20210916,1064,49588,33573374,15.00,15.00,0.00
33764724,506447220,2021-09-23,20210923,2027,35146,33811910,78.93,19.73,59.20
33769576,527767220,2021-09-23,20210923,1064,35148,33816762,133.95,33.49,100.46
33779612,423928420,2021-09-23,20210923,2027,6572,33826798,11.94,11.94,0.00
34013570,568689000,2021-09-29,20210929,1064,49906,34063216,139.99,139.99,0.00
34013610,512689000,2021-09-29,20210929,1064,49908,34063256,219.99,219.99,0.00
34026104,439685000,2021-09-30,20210930,1064,35152,34075750,164.98,41.24,123.74
34029556,550325000,2021-09-30,20210930,2027,35146,34079202,78.93,19.73,59.20
34034308,548505000,2021-09-30,20210930,1064,6572,34083954,7.96,7.96,0.00
34036800,496225000,2021-09-30,20210930,1064,47946,34086548,7.99,7.99,0.00
34264470,582645400,2021-10-07,20211007,2027,35150,34316180,99.98,24.99,74.99
34331418,508731400,2021-10-08,20211008,1064,35152,34383350,164.98,41.24,123.74
34332634,535191400,2021-10-08,20211008,1064,6572,34384566,27.92,27.92,0.00
34338394,525031400,2021-10-08,20211008,1064,47946,34390572,14.98,14.98,0.00
34488592,553129800,2021-10-14,20211014,2027,35146,34543408,78.93,19.73,59.20
34492608,509749800,2021-10-14,20211014,1064,35148,34547424,133.95,33.49,100.46
34503606,506785800,2021-10-14,20211014,1064,6572,34558422,11.92,11.92,0.00
34742104,545545200,2021-10-21,20211021,2027,35150,34799090,99.98,24.99,74.99
34747564,463293200,2021-10-21,20211021,1064,35148,34804550,133.95,33.49,100.46
34998466,475858800,2021-10-28,20211028,2027,35154,35057358,119.90,29.97,89.93
35002808,457978800,2021-10-28,20211028,1064,35148,35061700,133.95,33.49,100.46
35240654,435758560,2021-11-03,20211103,2027,35154,35301936,119.90,29.97,89.93
35265384,513774560,2021-11-04,20211104,1064,35148,35326810,133.95,33.49,100.46
35478004,471319960,2021-11-10,20211110,2027,35154,35540966,119.90,29.97,89.93
35501308,555375960,2021-11-11,20211111,1064,35148,35564406,133.95,33.49,100.46
35510712,491051960,2021-11-11,20211111,1064,6572,35573812,11.96,11.96,0.00
35737350,490575560,2021-11-17,20211117,2027,35154,35803078,119.90,29.97,89.93
35765504,457743560,2021-11-18,20211118,1064,35148,35831352,133.95,33.49,100.46
35993548,524670360,2021-11-24,20211124,2027,50558,36061708,133.95,33.49,100.46
36018952,547266360,2021-11-25,20211125,1064,35148,36087266,133.95,33.49,100.46
36265794,491508480,2021-12-01,20211201,2027,50558,36336112,133.95,33.49,100.46
36272588,575324480,2021-12-01,20211201,2027,6572,36342906,17.94,17.94,0.00
36293454,519432480,2021-12-02,20211202,1064,35148,36363954,133.95,33.49,100.46
36526494,587953880,2021-12-09,20211209,1064,35148,36599858,133.95,33.49,100.46
36527636,426513880,2021-12-09,20211209,2027,50558,36601000,133.95,33.49,100.46
36538806,586379880,2021-12-09,20211209,1064,6572,36612170,19.96,19.96,0.00
36671944,470517680,2021-12-11,20211211,1064,50228,36746962,139.99,98.00,41.99
36750156,494345480,2021-12-15,20211215,2027,35148,36826470,133.95,33.49,100.46
36773614,538799480,2021-12-16,20211216,1064,35148,36850058,133.95,33.49,100.46
36775064,432779480,2021-12-16,20211216,1064,6572,36851508,7.96,7.96,0.00
36776956,466519480,2021-12-16,20211216,1064,24454,36853502,4.99,4.99,0.00
36924804,515475080,2021-12-22,20211222,2027,35148,37003262,133.95,33.49,100.46
36930260,433991080,2021-12-22,20211222,2027,47946,37008786,7.49,7.49,0.00
36997036,556572280,2021-12-25,20211225,1064,35148,37076176,133.95,33.49,100.46
37017332,442896280,2021-12-25,20211225,1064,24454,37096660,4.99,4.99,0.00
37081688,569266280,2021-12-29,20211229,2027,35152,37161698,164.98,41.24,123.74
37087082,458728680,2021-12-29,20211229,2027,6572,37167092,7.96,7.96,0.00
37088170,549188680,2021-12-29,20211229,2027,48956,37168284,9.99,9.99,0.00
37184970,594822680,2022-01-01,20220101,1064,35152,37265716,164.98,41.24,123.74
37220150,430564920,2022-01-01,20220101,1064,6572,37300896,27.92,27.92,0.00
37322760,585528520,2022-01-05,20220105,2027,35152,37404626,164.98,41.24,123.74
37328492,437708520,2022-01-05,20220105,2027,6572,37410358,7.96,7.96,0.00
37329784,557828520,2022-01-05,20220105,2027,50822,37411780,4.99,4.99,0.00
37350024,497392520,2022-01-06,20220106,1064,35148,37432050,133.95,33.49,100.46
37643122,531311920,2022-01-13,20220113,1064,35148,37727874,133.95,33.49,100.46
37644704,457831920,2022-01-13,20220113,2027,35148,37729456,133.95,33.49,100.46
37654620,490543920,2022-01-13,20220113,1064,6572,37739372,11.96,11.96,0.00
37657140,492703920,2022-01-13,20220113,2027,50822,37742054,7.49,7.49,0.00
37929982,478945120,2022-01-19,20220119,2027,35148,38017578,133.95,33.49,100.46
37938768,490933120,2022-01-19,20220119,2027,6572,38026362,23.88,23.88,0.00
37963482,492857120,2022-01-20,20220120,1064,35148,38051222,133.95,33.49,100.46
38178376,551972720,2022-01-15,20220115,3666,35134,38268182,123.96,61.98,61.98
38250598,476662720,2022-01-26,20220126,2027,35148,38341542,133.95,33.49,100.46
38259380,430746720,2022-01-26,20220126,2027,24454,38350446,9.99,9.99,0.00
38275944,489868938,2022-01-27,20220127,1064,35148,38367044,133.95,33.49,100.46
38285290,531144938,2022-01-27,20220127,1064,6572,38376390,19.96,19.96,0.00
38480502,591562538,2022-01-30,20220130,3666,50612,38573116,176.61,88.31,88.30
38578512,590275338,2022-02-02,20220202,2027,35148,38671884,133.95,33.49,100.46
38599496,453343338,2022-02-03,20220203,1064,35148,38693030,133.95,33.49,100.46
38801548,536277738,2022-02-06,20220206,3666,35134,38897096,123.96,24.79,99.17
38893898,436499538,2022-02-09,20220209,2027,35152,38990390,164.98,41.24,123.74
38910392,459737538,2022-02-09,20220209,2027,51260,39007008,14.98,14.98,0.00
38924984,439795538,2022-02-10,20220210,1064,35148,39021654,133.95,33.49,100.46
38937114,512331538,2022-02-10,20220210,1064,50822,39033884,4.99,4.99,0.00
39151172,435556338,2022-02-13,20220213,3666,35134,39249750,123.96,24.79,99.17
39297426,496710738,2022-02-18,20220218,1064,51646,39397328,186.60,46.65,139.95
39321262,535346738,2022-02-18,20220218,1064,6572,39421164,55.92,55.92,0.00
39443066,456226898,2022-02-20,20220220,2027,35148,39544616,133.95,33.49,100.46
39449306,426988498,2022-02-20,20220220,2027,6572,39550856,11.96,11.96,0.00
39529164,586390498,2022-02-24,20220224,1064,35148,39631950,133.95,33.49,100.46
39723132,592659898,2022-02-27,20220227,2027,35146,39828804,78.93,19.73,59.20
39832784,444553698,2022-03-02,20220302,2027,35148,39939936,133.95,33.49,100.46
39856664,437797698,2022-03-03,20220303,1064,35148,39964062,133.95,33.49,100.46
40171922,455184298,2022-03-10,20220310,1064,35148,40283508,133.95,33.49,100.46
40177314,503824298,2022-03-10,20220310,1064,6572,40288900,11.96,11.96,0.00
40240610,454350298,2022-03-11,20220311,2027,35148,40352394,133.95,33.49,100.46
40352596,543450698,2022-03-13,20220313,3666,35138,40466620,154.99,103.28,51.71
40380784,542726698,2022-03-13,20220313,3666,6572,40494808,3.96,0.00,3.96
40466722,472634978,2022-03-17,20220317,1064,35148,40582236,133.95,33.49,100.46
40476308,577750978,2022-03-17,20220317,1064,6572,40591822,7.96,7.96,0.00
40496544,519846978,2022-03-18,20220318,2027,35148,40612278,133.95,33.49,100.46
40769982,512665978,2022-03-24,20220324,1064,35148,40889100,133.95,33.49,100.46
41004504,507025578,2022-03-28,20220328,2027,35146,41126782,78.93,19.73,59.20
41074364,425043578,2022-03-31,20220331,1064,35148,41197378,133.95,33.49,100.46
41302832,577950378,2022-04-04,20220404,2027,35146,41428712,78.93,19.73,59.20
41330200,478506378,2022-04-04,20220404,2027,50822,41456440,37.45,37.45,0.00
41365896,483592778,2022-04-07,20220407,2027,35146,41492492,78.93,19.73,59.20
41375406,596458778,2022-04-07,20220407,1064,35148,41502002,133.95,33.49,100.46
41669504,446362638,2022-04-14,20220414,2027,35148,41799576,133.95,33.49,100.46
41951270,424493838,2022-04-21,20220421,2027,35150,42084358,99.98,24.99,74.99
41960222,457313838,2022-04-21,20220421,1064,35148,42093310,133.95,33.49,100.46
41963876,448273838,2022-04-21,20220421,1064,6572,42096964,19.96,19.96,0.00
42233952,584955238,2022-04-28,20220428,2027,35150,42369868,99.98,24.99,74.99
42368862,587630438,2022-04-30,20220430,1064,35152,42505814,164.98,41.24,123.74
42384298,464486438,2022-04-30,20220430,1064,6572,42521250,7.96,7.96,0.00
42393276,515306438,2022-04-30,20220430,1064,51260,42530566,4.99,4.99,0.00
42506128,533126838,2022-05-05,20220505,2027,51646,42645230,186.60,46.65,139.95
42510208,479746838,2022-05-05,20220505,1064,35148,42649310,133.95,33.49,100.46
42519250,533129018,2022-05-05,20220505,2027,6572,42658352,15.92,15.92,0.00
42775534,533625418,2022-05-12,20220512,2027,35146,42917964,78.93,19.73,59.20
42781166,449933418,2022-05-12,20220512,1064,35148,42923596,133.95,33.49,100.46
42785680,463953418,2022-05-12,20220512,1064,6572,42928110,7.96,7.96,0.00
43047464,562777818,2022-05-19,20220519,2027,35146,43193412,78.93,19.73,59.20
43167042,506757618,2022-05-21,20220521,1064,35152,43314080,164.98,41.24,123.74
43300448,457635218,2022-05-26,20220526,1064,35148,43449628,130.00,32.50,97.50
43574884,557106818,2022-06-02,20220602,1064,51646,43727312,185.00,46.25,138.75
43579884,598448998,2022-06-02,20220602,1064,6572,43732312,19.96,19.96,0.00
43832076,484585398,2022-06-09,20220609,1064,35148,43989040,130.00,32.50,97.50
43835070,594545398,2022-06-09,20220609,2027,35146,43992034,73.00,18.25,54.75
44078958,509653798,2022-06-16,20220616,1064,35148,44239868,130.00,32.50,97.50
44307910,539745198,2022-06-23,20220623,2027,35146,44473904,73.00,18.25,54.75
44317284,492733198,2022-06-23,20220623,1064,35148,44483278,130.00,32.50,97.50
44524240,550288798,2022-06-30,20220630,2027,35146,44695100,73.00,18.25,54.75
44643826,526248958,2022-07-02,20220702,1064,35152,44816364,165.00,41.25,123.75
44646396,483588958,2022-07-02,20220702,1064,6572,44818934,23.96,23.96,0.00
44652976,558468958,2022-07-02,20220702,1064,48956,44825984,14.99,14.99,0.00
44732650,464270958,2022-07-07,20220707,2027,35154,44908050,115.00,28.75,86.25
44741382,484342958,2022-07-07,20220707,1064,35152,44916782,165.00,41.25,123.75
44947330,558995358,2022-07-14,20220714,2027,35146,45127828,73.00,18.25,54.75
45000123,651972666,2023-02-27,20230227,3666,13954,41666666,80.00,50.00,30.00
45149154,493713758,2022-07-21,20220721,2027,35146,45333786,73.00,18.25,54.75
45362166,485469158,2022-07-28,20220728,2027,35146,45550776,73.00,18.25,54.75
45417782,439055158,2022-07-29,20220729,1064,35148,45606794,130.00,32.50,97.50
45419022,509535158,2022-07-29,20220729,1064,6572,45608034,19.96,19.96,0.00
45427836,597475158,2022-07-29,20220729,1064,47946,45617460,9.99,9.99,0.00
45558208,532870358,2022-08-04,20220804,2027,35146,45752592,73.00,18.25,54.75
45758502,515856878,2022-08-11,20220811,2027,35146,45957428,73.00,18.25,54.75
45759328,550656878,2022-08-11,20220811,1064,35148,45958254,130.00,32.50,97.50
45956622,595325278,2022-08-18,20220818,2027,35150,46160348,95.00,23.75,71.25
45956712,585925278,2022-08-18,20220818,1064,35148,46160438,130.00,32.50,97.50
46164654,510687878,2022-08-25,20220825,2027,35146,46374076,73.00,18.25,54.75
46176746,579289678,2022-08-25,20220825,2027,50822,46386448,5.99,5.99,0.00
46233328,474997678,2022-08-26,20220826,1064,35152,46443122,165.00,41.25,123.75
46236122,446777678,2022-08-26,20220826,1064,6572,46445916,19.96,19.96,0.00
46382992,557111478,2022-09-01,20220901,1064,35148,46597578,130.00,32.50,97.50
46611980,448250278,2022-09-08,20220908,1064,35148,46831698,130.00,32.50,97.50
46879766,449746918,2022-09-15,20220915,1064,35148,47105576,130.00,32.50,97.50
47142242,453745918,2022-09-22,20220922,1064,35148,47375162,130.00,32.50,97.50
47144650,468425918,2022-09-22,20220922,1064,6572,47377570,7.96,7.96,0.00
47404198,532559518,2022-09-29,20220929,1064,35148,47644960,130.00,32.50,97.50
47730894,486564718,2022-10-07,20221007,1064,35152,47978854,165.00,41.25,123.75
47745026,444772718,2022-10-07,20221007,1064,6572,47992986,7.96,7.96,0.00
47931612,486302936,2022-10-13,20221013,1064,35148,48185530,130.00,32.50,97.50
48187252,526529936,2022-10-20,20221020,1064,35148,48446908,130.00,32.50,97.50
48448838,435453536,2022-10-27,20221027,1064,35148,48715228,130.00,32.50,97.50
48462832,529339536,2022-10-27,20221027,1064,47946,48729476,11.89,11.89,0.00
48718690,559116336,2022-11-03,20221103,1064,35148,48991002,130.00,32.50,97.50
48988380,585122896,2022-11-10,20221110,1064,35148,49267976,130.00,32.50,97.50
49433806,530535696,2022-11-20,20221120,1064,35148,49724700,130.00,32.50,97.50
49443738,488891696,2022-11-20,20221120,1064,6572,49734632,7.96,7.96,0.00
49451762,437751696,2022-11-20,20221120,1064,54280,49743834,224.98,164.98,60.00
49522028,573073496,2022-11-24,20221124,1064,35148,49815404,130.00,32.50,97.50
49826412,505646296,2022-12-02,20221202,1064,35152,50127186,165.00,41.25,123.75
49864950,508692696,2022-12-02,20221202,1064,6572,50165724,27.92,27.92,0.00
50049436,463842976,2022-12-08,20221208,1064,35148,50356202,130.00,32.50,97.50
